[004065EE],0.012072,0.012072,0.000396,0.000396,chanfilter,,0
[004065F1],0.010933,0.010933,0.000359,0.000359,chanfilter,,0
[004065FA],0.008945,0.008945,0.000294,0.000294,chanfilter,,0
[0040661B],0.005949,0.005949,0.000195,0.000195,chanfilter,,0
[00406621],0.006035,0.006035,0.000198,0.000198,chanfilter,,0
[00406633],0.000000,0.006036,0.000000,0.000198,chanfilter,,0
[0040664E],0.000000,0.035837,0.000000,0.001176,chanfilter,,0
[00406659],0.008997,0.008997,0.000295,0.000295,chanfilter,,0
[004068D3],0.002971,0.002971,0.000097,0.000097,chanfilter,,0
[004068E0],0.000000,0.006005,0.000000,0.000197,chanfilter,,0
[004068E8],0.014003,0.014003,0.000459,0.000459,chanfilter,,0
[004068F1],0.007036,0.007036,0.000231,0.000231,chanfilter,,0
[004068FA],0.003041,0.003041,0.000100,0.000100,chanfilter,,0
[00406901],0.000000,0.012010,0.000000,0.000394,chanfilter,,0
[00406907],0.007994,0.007994,0.000262,0.000262,chanfilter,,0
[00406915],0.005942,0.005942,0.000195,0.000195,chanfilter,,0
[0040691A],0.003068,0.003068,0.000101,0.000101,chanfilter,,0
[00406927],0.000000,0.090795,0.000000,0.002979,chanfilter,,0
[0040692C],0.003003,0.003003,0.000099,0.000099,chanfilter,,0
[00406930],0.043172,0.043172,0.001417,0.001417,chanfilter,,0
[00406931],0.003056,0.003056,0.000100,0.000100,chanfilter,,0
[00406933],0.005047,0.005047,0.000166,0.000166,chanfilter,,0
[0040693F],0.017800,0.017800,0.000584,0.000584,chanfilter,,0
[00406944],0.000000,0.006015,0.000000,0.000197,chanfilter,,0
[00406946],0.003026,0.003026,0.000099,0.000099,chanfilter,,0
[0040694C],0.009983,0.009983,0.000328,0.000328,chanfilter,,0
[00406953],0.003058,0.357755,0.000100,0.011739,chanfilter,,0
[00406958],0.009028,0.009028,0.000296,0.000296,chanfilter,,0
[004075AD],0.010898,0.010898,0.000358,0.000358,chanfilter,,0
[004075C3],0.003004,0.003004,0.000099,0.000099,chanfilter,,0
[00407F38],0.072112,0.072112,0.002366,0.002366,chanfilter,,0
[00407F39],0.006090,0.006090,0.000200,0.000200,chanfilter,,0
[00407F3B],0.006015,0.006015,0.000197,0.000197,chanfilter,,0
[00407F49],0.004006,0.004006,0.000131,0.000131,chanfilter,,0
[00407F4E],0.003002,0.003002,0.000099,0.000099,chanfilter,,0
[00407F50],0.024236,0.024236,0.000795,0.000795,chanfilter,,0
[00407F51],0.005939,0.005939,0.000195,0.000195,chanfilter,,0
[00407F6C],0.002960,0.002960,0.000097,0.000097,chanfilter,,0
[00407F71],0.003019,0.003019,0.000099,0.000099,chanfilter,,0
[00407F73],0.006442,0.006442,0.000211,0.000211,chanfilter,,0
[00407F76],0.003057,0.003057,0.000100,0.000100,chanfilter,,0
[00407F7E],0.012125,0.012125,0.000398,0.000398,chanfilter,,0
[00407F83],0.000000,0.003002,0.000000,0.000099,chanfilter,,0
[00407F85],0.003075,0.003075,0.000101,0.000101,chanfilter,,0
[00407F8A],0.005971,0.005971,0.000196,0.000196,chanfilter,,0
[00407F90],0.005988,0.005988,0.000196,0.000196,chanfilter,,0
[00407F91],0.009073,0.009073,0.000298,0.000298,chanfilter,,0
[00407F93],0.005912,0.005912,0.000194,0.000194,chanfilter,,0
[00407F96],0.020966,0.020966,0.000688,0.000688,chanfilter,,0
[00407F97],0.006001,0.006001,0.000197,0.000197,chanfilter,,0
[00408030],0.003094,0.003094,0.000102,0.000102,chanfilter,,0
[0040804A],0.006601,0.006601,0.000217,0.000217,chanfilter,,0
[0040804C],0.003051,0.003051,0.000100,0.000100,chanfilter,,0
[00408059],0.006073,0.006073,0.000199,0.000199,chanfilter,,0
